tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
298654,1,1854,Frankia inefficax,,bacteria,FALSE,0.035760479,0.256708804,0.256708804,0.305275117,1,,,95.349,43,10^-14.2074,0.193988,0.433515,,,-100,0,0,,,0,0,10^0,0.0258749,0.109778,,,
5543,2,5543,Trichoderma,,eukaryota,FALSE,0.035625151,0.064670401,-0.253325007,0.305275117,1,,,92.308,52,10^-17.5558,0.421205,0.457633,,,0.064670401,0.305275117,1,,,90.9,33,10^2.52e-12,0.264253,0.634326,,,"[63577, 398673]"
63577,1,5543,Trichoderma atroviride,,eukaryota,FALSE,0.035625151,0.460667145,0.460667145,0.305275117,1,,,92.308,52,10^-17.5558,0.152786,0.331018,,,-100,0,0,,,0,0,10^0,0.0535037,0.162479,,,
398673,1,5543,Trichoderma gamsii,,eukaryota,FALSE,0.015175543,0.768683007,-100,0,0,,,0,0,10^0,0.0702515,0.163951,,,0.768683007,0.305275117,1,,,90.9,33,10^2.52e-12,0.0939165,0.274962,,,
36086,2,36086,Trichuris,,eukaryota,FALSE,0.035067394,0.338926902,,,,,,,,,,,,,0.338926902,0.305275117,1,,,66.7,33,10^7.16e-06,0.138195,0.492968,,,[36087]
36087,1,36086,Trichuris trichiura,human whipworm,eukaryota,FALSE,0.035067394,0.338926902,,,,,,,,,,,,,0.338926902,0.305275117,1,,,66.7,33,10^7.16e-06,0.138195,0.492968,,,
532,2,532,Beijerinckia,,bacteria,FALSE,0.032543994,-0.130010145,-100,0,0,,,0,0,10^0,0.3413,0.582854,,,-0.130010145,0.610550234,2,,,73.3,30,10^2.04e-06,0.713401,0.791098,,,[1882748]
1882748,1,532,Beijerinckia sp. 28-YEA-48,,bacteria,FALSE,0.032543994,0.409988994,,,,,,,,,,,,,0.409988994,0.610550234,2,,,73.3,30,10^2.04e-06,0.392022,0.53301,,,
200670,2,200670,Crenothrix,,bacteria,FALSE,0.030763992,0.305514324,,,,,,,,,,,,,0.305514324,0.305275117,1,,,84.4,32,10^1.65e-11,0.197054,0.354226,,,[360316]
360316,1,200670,Crenothrix polyspora,,bacteria,FALSE,0.030763992,0.329852448,,,,,,,,,,,,,0.329852448,0.305275117,1,,,84.4,32,10^1.65e-11,0.187435,0.357251,,,
2183612,2,2183612,Klenkia,,bacteria,FALSE,0.0271342,-0.147247509,,,,,,,,,,,,,-0.147247509,0.305275117,1,,,92.6,27,10^3.94e-08,0.413405,0.734341,,,[1225127]
1225127,1,2183612,Klenkia taihuensis,,bacteria,FALSE,0.0271342,0.603639504,,,,,,,,,,,,,0.603639504,0.305275117,1,,,92.6,27,10^3.94e-08,0.120623,0.305898,,,
-200186804,2,-200186804,non-genus-specific reads in family Peptostreptococcaceae,,bacteria,FALSE,0.022392866,0.191511184,0.191511184,0.610550234,2,,,94.048,84,10^-37.9331,0.45016,0.837498,,,-100,0,0,,,0,0,10^0,0.077074,0.183409,,,[2081703]
2081703,1,-200186804,Peptostreptococcaceae bacterium oral taxon 929,,bacteria,FALSE,0.022392866,0.191511184,0.191511184,0.610550234,2,,,94.048,84,10^-37.9331,0.45016,0.837498,,,-100,0,0,,,0,0,10^0,0.0342639,0.145369,,,
1774131,2,1774131,Hydrobacter,,bacteria,FALSE,0.019784538,0.254575877,,,,,,,,,,,,,0.254575877,0.305275117,1,,,97,33,10^8.66e-12,0.197338,0.423988,,,[1235997]
1235997,1,1774131,Hydrobacter penzbergensis,,bacteria,FALSE,0.019784538,0.254575877,,,,,,,,,,,,,0.254575877,0.305275117,1,,,97,33,10^8.66e-12,0.197338,0.423988,,,
1648511,2,1648511,Cnuella,,bacteria,FALSE,0.018466037,0.245946781,,,,,,,,,,,,,0.245946781,0.305275117,1,,,95.5,22,10^1.7e-05,0.190401,0.467069,,,[1302690]
1302690,1,1648511,Cnuella takakiae,,bacteria,FALSE,0.018466037,0.245946781,,,,,,,,,,,,,0.245946781,0.305275117,1,,,95.5,22,10^1.7e-05,0.190401,0.467069,,,
649461,2,649461,Lacibacter,,bacteria,FALSE,0.017197676,0.062013893,,,,,,,,,,,,,0.062013893,0.305275117,1,,,60.6,33,10^4.74e-07,0.28023,0.403863,,,[510947]
510947,1,649461,Lacibacter cauensis,,bacteria,FALSE,0.017197676,0.908425571,,,,,,,,,,,,,0.908425571,0.305275117,1,,,60.6,33,10^4.74e-07,0.0872875,0.239962,,,
1778653,2,1778653,Sulfuriferula,,bacteria,FALSE,0.015694341,-0.000514105,-0.000514105,0.305275117,1,,,100,42,10^-16.2762,0.305528,0.49189,,,-100,0,0,,,0,0,10^0,0.446349,0.593493,,,[171865]
171865,1,1778653,Sulfuriferula plumbiphila,,bacteria,FALSE,0.015694341,100,100,0.305275117,1,,,100,42,10^-16.2762,,,,,-100,0,0,,,0,0,10^0,0.213343,0.425099,,,
285107,2,285107,Thioclava,,bacteria,FALSE,0.015286483,0.223773206,0.223773206,0.305275117,1,,,100,98,10^-54.3346,0.19418,0.496463,,,-100,0,0,,,0,0,10^0,0.749171,1.12201,,,[1915078]
1915078,1,285107,Thioclava nitratireducens,,bacteria,FALSE,0.015286483,0.223773206,0.223773206,0.305275117,1,,,100,98,10^-54.3346,0.19418,0.496463,,,,,,,,,,,,,,,
162289,2,162289,Peptoniphilus,,bacteria,FALSE,0.01524237,0.15800308,0.15800308,0.610550234,2,,,93.673,61.5,10^-23.3279,0.491314,0.754645,,,-100,0,0,,,0,0,10^0,1.41191,2.24196,,,[54005]
54005,1,162289,Peptoniphilus harei,,bacteria,FALSE,0.01524237,0.15800308,0.15800308,0.610550234,2,,,93.673,61.5,10^-23.3279,0.491314,0.754645,,,-100,0,0,,,0,0,10^0,0.32183,0.607337,,,
673534,2,673534,Plantactinospora,,bacteria,FALSE,0.015172328,-0.339104934,-0.539382697,0.305275117,1,,,94.872,39,10^-11.5051,0.691218,0.715527,,,-100,0,0,,,0,0,10^0,0.0296943,0.0875667,,,[2071627]
2071627,1,673534,Plantactinospora sp. BB1,,bacteria,FALSE,0.015172328,0.09214331,0.09214331,0.305275117,1,,,94.872,39,10^-11.5051,0.271596,0.365508,,,,,,,,,,,,,,,
4512,2,4512,Hordeum,,eukaryota,FALSE,0.012900263,0.102650203,0.102650203,0.915825351,3,,,98.5507,82,10^-42.5444,0.764056,1.47851,,,-100,0,0,,,0,0,10^0,0.166705,0.342914,,,[4513]
4513,1,4512,Hordeum vulgare,,eukaryota,FALSE,0.012900263,0.13722274,0.13722274,0.915825351,3,,,98.5507,82,10^-42.5444,0.725577,1.38642,,,-100,0,0,,,0,0,10^0,0.166705,0.342914,,,
1234,2,1234,Nitrospira,,bacteria,FALSE,0.010303394,-0.004659166,-0.004659166,0.305275117,1,,,88.889,54,10^-16.1671,0.30818,0.623477,,,-100,0,0,,,0,0,10^0,1.2129,1.75624,,,[1715989]
1715989,1,1234,Candidatus Nitrospira inopinata,,bacteria,FALSE,0.010303394,7.244037453,7.244037453,0.305275117,1,,,88.889,54,10^-16.1671,0.00961987,0.0408136,,,-100,0,0,,,0,0,10^0,0.0577192,0.244882,,,
191373,2,191373,Pelotomaculum,,bacteria,FALSE,0.009814129,-0.209534244,-100,0,0,,,0,0,10^0,0.0865788,0.367323,,,-0.209534244,0.305275117,1,,,76.7,30,10^7.88e-08,2.03849,8.27175,,,[78350]
78350,1,191373,Pelotomaculum schinkii,,bacteria,FALSE,0.009814129,0.153428255,,,,,,,,,,,,,0.153428255,0.305275117,1,,,76.7,30,10^7.88e-08,0.197802,0.700478,,,
2019,2,2019,Thermomonospora,,bacteria,FALSE,0.007985247,0.161732942,0.161732942,0.305275117,1,,,97,100,10^-51.5811,0.231068,0.458825,,,-100,0,0,,,0,0,10^0,0.131447,0.431264,,,[2020]
2020,1,2019,Thermomonospora curvata,,bacteria,FALSE,0.007985247,0.161732942,0.161732942,0.305275117,1,,,97,100,10^-51.5811,0.231068,0.458825,,,-100,0,0,,,0,0,10^0,0.118398,0.431504,,,
50,2,50,Chondromyces,,bacteria,FALSE,0.007671326,0.15852199,0.15852199,0.305275117,1,,,90.476,42,10^-10.7867,0.236611,0.433152,,,-100,0,0,,,0,0,10^0,0.186995,0.579805,,,[52]
52,1,50,Chondromyces crocatus,,bacteria,FALSE,0.007671326,0.15852199,0.15852199,0.305275117,1,,,90.476,42,10^-10.7867,0.236611,0.433152,,,-100,0,0,,,0,0,10^0,0.186995,0.579805,,,
1283313,2,1283313,Alloprevotella,,bacteria,FALSE,0.00569352,-0.01890848,,,,,,,,,,,,,-0.01890848,0.610550234,2,,,96.95,32.5,10^1.81521e-07,0.635257,1.30665,,,[712469]
712469,1,1283313,Prevotella sp. oral taxon 473,,bacteria,FALSE,0.00569352,0.493177022,,,,,,,,,,,,,0.493177022,0.610550234,2,,,96.95,32.5,10^1.81521e-07,0.237304,0.75682,,,
4640,2,4640,Musa,,eukaryota,FALSE,0.005473245,0.133898821,0.133898821,0.305275117,1,,,91.111,45,10^-12.8153,0.222941,0.614898,,,-100,0,0,,,0,0,10^0,0.0280825,0.119144,,,[4641]
4641,1,4640,Musa acuminata,dwarf banana,eukaryota,FALSE,0.005473245,0.133898821,0.133898821,0.305275117,1,,,91.111,45,10^-12.8153,0.222941,0.614898,,,,,,,,,,,,,,,
-200563843,2,-200563843,non-genus-specific reads in family Rhodothermaceae,,bacteria,FALSE,0.003774166,0.022748269,0.022748269,0.305275117,1,,,92.683,41,10^-11.4834,0.293206,0.530551,,,,,,,,,,,,,,,[1779382]
1779382,1,-200563843,Rhodothermaceae bacterium RA,,bacteria,FALSE,0.003774166,0.543477116,0.543477116,0.305275117,1,,,92.683,41,10^-11.4834,0.154395,0.27762,,,,,,,,,,,,,,,
460073,2,460073,Segetibacter,,bacteria,FALSE,0.003654943,-0.08333272,,,,,,,,,,,,,-0.08333272,0.305275117,1,,,93.9,33,10^3.72e-10,0.37782,0.870545,,,[670293]
670293,1,460073,Segetibacter aerophilus,,bacteria,FALSE,0.003654943,0.143672506,,,,,,,,,,,,,0.143672506,0.305275117,1,,,93.9,33,10^3.72e-10,0.233639,0.498607,,,
105,2,105,Runella,,bacteria,FALSE,0.003272459,-0.121140924,-100,0,0,,,0,0,10^0,0.105324,0.280815,,,-0.121140924,0.305275117,1,,,67.7,31,10^1.53e-06,0.390239,0.701364,,,[94255]
94255,1,105,Runella zeae,,bacteria,FALSE,0.003272459,0.088489536,,,,,,,,,,,,,0.088489536,0.305275117,1,,,67.7,31,10^1.53e-06,0.258626,0.527171,,,
242605,2,242605,Luteibacter,,bacteria,FALSE,0.002614829,-0.35542118,-0.35542118,0.305275117,1,,,92.105,38,10^-9.45781,0.868671,1.58515,,,-100,0,0,,,0,0,10^0,0.70033,0.801255,,,[2589080]
2589080,1,242605,Luteibacter pinisoli,,bacteria,FALSE,0.002614829,0.024099531,0.024099531,0.305275117,1,,,92.105,38,10^-9.45781,0.293762,0.477732,,,-100,0,0,,,0,0,10^0,0.139693,0.286509,,,
4219,2,4219,Artemisia,,eukaryota,FALSE,0.002580935,0.04112045,-100,0,0,,,0,0,10^0,0.0280825,0.119144,,,0.04112045,1.526375585,5,,,82.88,30.6,10^1.00398e-07,1.41588,2.68712,,,[35608]
35608,1,4219,Artemisia annua,sweet wormwood,eukaryota,FALSE,0.002580935,0.04112045,,,,,,,,,,,,,0.04112045,1.526375585,5,,,82.88,30.6,10^1.00398e-07,1.41588,2.68712,,,
1051,2,1051,Ectothiorhodospira,,bacteria,FALSE,0.002119734,-0.046504338,-0.046504338,0.305275117,1,,,94.595,37,10^-10.1556,0.34148,0.778527,,,-100,0,0,,,0,0,10^0,0.121232,0.294301,,,[421628]
421628,1,1051,Ectothiorhodospira haloalkaliphila,,bacteria,FALSE,0.002119734,0.149312605,0.149312605,0.305275117,1,,,94.595,37,10^-10.1556,0.2041,0.677606,,,-100,0,0,,,0,0,10^0,0.0438838,0.148661,,,
158483,2,158483,Cedecea,,bacteria,FALSE,0.001359645,0.06673706,0.06673706,0.305275117,1,,,95.652,46,10^-16.2367,0.264777,0.606831,,,-100,0,0,,,0,0,10^0,0.0836456,0.216479,,,[158822]
158822,1,158483,Cedecea neteri,,bacteria,FALSE,0.001359645,0.06673706,0.06673706,0.305275117,1,,,95.652,46,10^-16.2367,0.264777,0.606831,,,-100,0,0,,,0,0,10^0,0.0836456,0.216479,,,
305976,2,305976,Pusillimonas,,bacteria,FALSE,0.001278835,-0.463653384,-100,0,0,,,0,0,10^0,0.459452,0.531243,,,-0.463653384,0.305275117,1,,,77.4,31,10^0.000581,1.04751,1.60084,,,[1548123]
1548123,1,305976,Pusillimonas sp. T2,,bacteria,FALSE,0.001278835,0.009035033,,,,,,,,,,,,,0.009035033,0.305275117,1,,,77.4,31,10^0.000581,0.295401,1.09287,,,
2490452,2,2490452,Serpentinomonas,,bacteria,FALSE,0.000647068,0.00629279,-100,0,0,,,0,0,10^0,3.76669,4.96111,,,0.00629279,0.915825351,3,,,98.9667,32.3333,10^3.12153e-14,0.902345,2.14219,,,[1458425]
1458425,1,2490452,Serpentinomonas raichei,,bacteria,FALSE,0.000647068,0.112277918,-100,0,0,,,0,0,10^0,1.81657,2.44142,,,0.112277918,0.915825351,3,,,98.9667,32.3333,10^3.12153e-14,0.72831,1.6701,,,
102106,2,102106,Collinsella,,bacteria,FALSE,0.000539364,0.010808065,-100,0,0,,,0,0,10^0,0.32099,0.856714,,,0.010808065,0.305275117,1,,,71.9,32,10^4.56e-05,0.29746,0.723082,,,[74426]
74426,1,102106,Collinsella aerofaciens,,bacteria,FALSE,0.000539364,0.163471659,-100,0,0,,,0,0,10^0,0.32099,0.856714,,,0.163471659,0.305275117,1,,,71.9,32,10^4.56e-05,0.215325,0.550249,,,
4638,2,4638,Ensete,,eukaryota,FALSE,0.000270857,0.014893424,,,,,,,,,,,,,0.014893424,1.221100468,4,,,95.35,30.25,10^1.38091e-10,1.18166,2.64818,,,[4639]
4639,1,4638,Ensete ventricosum,,eukaryota,FALSE,0.000270857,0.014893424,,,,,,,,,,,,,0.014893424,1.221100468,4,,,95.35,30.25,10^1.38091e-10,1.18166,2.64818,,,
44,2,44,Melittangium,,bacteria,FALSE,8.71E-05,0.016895362,0.016895362,0.305275117,1,,,85.484,62,10^-17.4794,0.295724,0.56531,,,-100,0,0,,,0,0,10^0,0.151626,0.360655,,,[83453]
83453,1,44,Melittangium boletus,,bacteria,FALSE,8.71E-05,0.016895362,0.016895362,0.305275117,1,,,85.484,62,10^-17.4794,0.295724,0.56531,,,-100,0,0,,,0,0,10^0,0.151626,0.360655,,,
34084,2,34084,Riemerella,,bacteria,FALSE,-5.79E-05,-0.013774401,-0.013774401,0.305275117,1,,,85.333,75,10^-23.5724,0.316246,0.796469,,,-100,0,0,,,0,0,10^0,0.821822,1.42434,,,[34085]
34085,1,34084,Riemerella anatipestifer,,bacteria,FALSE,-5.79E-05,-0.013774401,-0.013774401,0.305275117,1,,,85.333,75,10^-23.5724,0.316246,0.796469,,,-100,0,0,,,0,0,10^0,0.685543,1.23867,,,
57493,2,57493,Kocuria,,bacteria,FALSE,-0.000181973,-0.507806543,-0.507806543,3.05275117,10,,,97.3071,95.6,10^-49.4071,9.95826,13.5987,,,-0.783251322,1.221100468,4,,,100,30.75,10^5.27725e-07,22.7461,27.4816,,,"[388357, 72000, 1275, 71999]"
388357,1,57493,Kocuria turfanensis,,bacteria,FALSE,-0.000181973,-0.001173863,-0.001173863,0.305275117,1,,,91,100,10^-43.3469,0.306298,0.871382,,,-100,0,0,,,0,0,10^0,0.107097,0.261117,,,
72000,1,57493,Kocuria rhizophila,,bacteria,FALSE,-0.181260954,-0.224252175,-0.238743475,0.610550234,2,,,93.506,77,10^-33.1676,1.73868,4.72528,,,-0.224252175,0.610550234,2,,,100,29,10^1.05e-06,2.22071,7.18013,,,
1275,1,57493,Kocuria rosea,,bacteria,FALSE,-0.331359919,-0.534380111,-0.534380111,1.221100468,4,,,98.7647,100.5,10^-54.3237,2.32218,2.06048,,,-100,0,0,,,0,0,10^0,16.4543,22.0392,,,
71999,1,57493,Kocuria palustris,,bacteria,FALSE,-0.382190073,-0.373127704,-0.438124446,0.915825351,3,,,100,100,10^-55.6982,2.52843,3.6807,,,-0.373127704,0.610550234,2,,,100,32.5,10^5.45026e-09,1.48124,2.33349,,,
262,2,262,Francisella,,bacteria,FALSE,-0.000245989,-0.028386501,-100,0,0,,,0,0,10^0,0.0146245,0.0620466,,,-0.028386501,0.305275117,1,,,100,29,10^1.52e-07,0.331125,0.91064,,,[2047875]
2047875,1,262,Francisella sp.,,bacteria,FALSE,-0.000245989,-0.028386501,,,,,,,,,,,,,-0.028386501,0.305275117,1,,,100,29,10^1.52e-07,0.331125,0.91064,,,
215251,2,215251,Meira,,eukaryota,FALSE,-0.000967068,-0.056283731,-0.056283731,0.305275117,1,,,82.796,93,10^-28.9685,0.346451,0.731577,,,-100,0,0,,,0,0,10^0,0.741102,1.43751,,,[1280837]
1280837,1,215251,Meira miltonrushii,,eukaryota,FALSE,-0.000967068,-0.056283731,-0.056283731,0.305275117,1,,,82.796,93,10^-28.9685,0.346451,0.731577,,,-100,0,0,,,0,0,10^0,0.741102,1.43751,,,
63261,2,63261,Moesziomyces,,eukaryota,FALSE,-0.002861634,-0.096819158,-0.096819158,0.305275117,1,,,97.222,36,10^-10.8537,0.429771,1.28586,,,-100,0,0,,,0,0,10^0,0.330874,1.01805,,,[84753]
84753,1,63261,Moesziomyces antarcticus,,eukaryota,FALSE,-0.002861634,-0.096819158,-0.096819158,0.305275117,1,,,97.222,36,10^-10.8537,0.429771,1.28586,,,-100,0,0,,,0,0,10^0,0.330874,1.01805,,,
182639,2,182639,Kribbella,,bacteria,FALSE,-0.004481467,-0.121161434,-0.121161434,0.305275117,1,,,91.304,69,10^-26.3534,0.402402,0.801632,,,-100,0,0,,,0,0,10^0,0.593604,1.1229,,,[182640]
182640,1,182639,Kribbella flavida,,bacteria,FALSE,-0.004481467,-0.121161434,-0.121161434,0.305275117,1,,,91.304,69,10^-26.3534,0.402402,0.801632,,,,,,,,,,,,,,,
34037,2,34037,Rahnella,,bacteria,FALSE,-0.006263753,-0.201624561,-0.201624561,0.915825351,3,,,100,100,10^-55.6982,1.19987,1.40878,,,-100,0,0,,,0,0,10^0,0.818031,1.23909,,,[34038]
34038,1,34037,Rahnella aquatilis,,bacteria,FALSE,-0.006263753,-0.033921773,-0.033921773,0.915825351,3,,,100,100,10^-55.6982,0.963998,1.42011,,,-100,0,0,,,0,0,10^0,0.291164,0.683721,,,
171436,2,171436,Tistrella,,bacteria,FALSE,-0.007462675,-0.156351319,-100,0,0,,,0,0,10^0,1.63541,2.0485,,,-0.156351319,0.305275117,1,,,100,19,10^0.000964,0.420542,0.73723,,,[171437]
171437,1,171436,Tistrella mobilis,,bacteria,FALSE,-0.007462675,-0.156351319,-100,0,0,,,0,0,10^0,1.63541,2.0485,,,-0.156351319,0.305275117,1,,,100,19,10^0.000964,0.420542,0.73723,,,
33981,2,33981,Kineococcus,,bacteria,FALSE,-0.011992233,-0.198200305,-0.198200305,0.305275117,1,,,97,100,10^-51.5811,0.496011,0.962339,,,-100,0,0,,,0,0,10^0,0.318843,0.43927,,,[131568]
131568,1,33981,Kineococcus radiotolerans,,bacteria,FALSE,-0.011992233,-0.198200305,-0.198200305,0.305275117,1,,,97,100,10^-51.5811,0.496011,0.962339,,,-100,0,0,,,0,0,10^0,0.186055,0.375237,,,
2063,2,2063,Kitasatospora,,bacteria,FALSE,-0.012019462,-0.414078946,-0.437523832,0.305275117,1,,,99.01,101,10^-55.0077,1.43907,2.59139,,,-100,0,0,,,0,0,10^0,0.12668,0.305932,,,[1894]
1894,1,2063,Kitasatospora aureofaciens,,bacteria,FALSE,-0.012019462,-0.089989515,-0.089989515,0.305275117,1,,,99.01,101,10^-55.0077,0.370995,0.730306,,,,,,,,,,,,,,,
231454,2,231454,Dyella,,bacteria,FALSE,-0.014110761,-0.80535428,-0.80535428,0.305275117,1,,,89,100,10^-40.6021,3.02548,3.37765,,,-100,0,0,,,0,0,10^0,5.88975,7.23885,,,[2501295]
2501295,1,231454,Dyella sp. M7H15-1,,bacteria,FALSE,-0.014110761,-0.057394737,-0.057394737,0.305275117,1,,,89,100,10^-40.6021,0.398836,1.63013,,,-100,0,0,,,0,0,10^0,0.173158,0.734645,,,
191494,2,191494,Conexibacter,,bacteria,FALSE,-0.027445501,-0.073714692,-0.073714692,0.915825351,3,,,89.5123,77,10^-28.1535,1.07395,2.14509,,,-0.295584237,0.305275117,1,,,81.3,32,10^3.32e-09,0.765083,1.55559,,,[191495]
191495,1,191494,Conexibacter woesei,,bacteria,FALSE,-0.027445501,-0.073714692,-0.073714692,0.915825351,3,,,89.5123,77,10^-28.1535,1.07395,2.14509,,,-0.249007137,0.305275117,1,,,81.3,32,10^3.32e-09,0.611026,1.22788,,,
6292,2,6292,Wuchereria,,eukaryota,FALSE,-0.027756792,-0.213218032,,,,,,,,,,,,,-0.213218032,0.610550234,2,,,98.5,32.5,10^1.629e-14,2.40991,8.43906,,,[6293]
6293,1,6292,Wuchereria bancrofti,,eukaryota,FALSE,-0.027756792,-0.213218032,,,,,,,,,,,,,-0.213218032,0.610550234,2,,,98.5,32.5,10^1.629e-14,2.40991,8.43906,,,
1525371,2,1525371,Neorhizobium,,bacteria,FALSE,-0.028927797,-0.372010269,-100,0,0,,,0,0,10^0,1.42884,1.39617,,,-0.372010269,0.305275117,1,,,72.4,29,10^4.23e-06,1.48348,3.16713,,,[399]
399,1,1525371,Neorhizobium galegae,,bacteria,FALSE,-0.028927797,-0.254723506,-100,0,0,,,0,0,10^0,0.736792,1.01328,,,-0.254723506,0.305275117,1,,,72.4,29,10^4.23e-06,1.07777,3.03268,,,
57499,2,57499,Kytococcus,,bacteria,FALSE,-0.030501901,-0.223512982,-0.223512982,0.610550234,2,,,98.5,100,10^-53.6396,1.62525,4.53978,,,-100,0,0,,,0,0,10^0,0.778488,2.3046,,,[1276]
1276,1,57499,Kytococcus sedentarius,,bacteria,FALSE,-0.030501901,-0.223512982,-0.223512982,0.610550234,2,,,98.5,100,10^-53.6396,1.62525,4.53978,,,-100,0,0,,,0,0,10^0,0.540787,1.57452,,,
28209,2,28209,Chelatococcus,,bacteria,FALSE,-0.032501812,-0.347401947,-0.347401947,0.305275117,1,,,91,100,10^-43.3469,5.70609,15.5463,,,-100,0,0,,,0,0,10^0,1.49936,2.47591,,,[1702325]
1702325,1,28209,Chelatococcus sp. CO-6,,bacteria,FALSE,-0.032501812,-0.306467147,-0.306467147,0.305275117,1,,,91,100,10^-43.3469,3.67908,11.0087,,,-100,0,0,,,0,0,10^0,0.0989866,0.24704,,,
48705,2,48705,Orchesella,,eukaryota,FALSE,-0.034987959,-0.195457787,,,,,,,,,,,,,-0.195457787,0.915825351,3,,,93.75,32,10^1.40065e-11,1.16056,1.25211,,,[48709]
48709,1,48705,Orchesella cincta,,eukaryota,FALSE,-0.034987959,-0.195457787,,,,,,,,,,,,,-0.195457787,0.915825351,3,,,93.75,32,10^1.40065e-11,1.16056,1.25211,,,
86795,2,86795,Marmoricola,,bacteria,FALSE,-0.042482088,-0.471099992,-0.711717599,0.305275117,1,,,80,95,10^-26.2145,1.48373,1.65579,,,-0.471099992,0.305275117,1,,,96.9,32,10^4.67e-15,3.59507,6.98322,,,"[1736379, 642780]"
1736379,1,86795,Marmoricola sp. Leaf446,,bacteria,FALSE,-0.042482088,-0.295393781,,,,,,,,,,,,,-0.295393781,0.305275117,1,,,96.9,32,10^4.67e-15,0.609897,1.03124,,,
642780,1,86795,Marmoricola scoriae,,bacteria,FALSE,-0.15463465,-0.607229539,-0.711717599,0.305275117,1,,,80,95,10^-26.2145,1.48373,1.65579,,,-100,0,0,,,0,0,10^0,0.274455,0.451979,,,
5140,2,5140,Neurospora,,eukaryota,FALSE,-0.044068726,-0.492919831,-0.492919831,0.305275117,1,,,88.406,69,10^-23.6086,0.966532,1.34151,,,-100,0,0,,,0,0,10^0,0.476231,0.885959,,,[5141]
5141,1,5140,Neurospora crassa,,eukaryota,FALSE,-0.044068726,-0.29286185,-0.29286185,0.305275117,1,,,88.406,69,10^-23.6086,0.514435,0.714193,,,-100,0,0,,,0,0,10^0,0.265048,0.403539,,,
4480,2,4480,Aegilops,,eukaryota,FALSE,-0.044835145,-0.346951682,-0.386777918,0.305275117,1,,,98,100,10^-52.9535,5.08059,12.3464,,,-100,0,0,,,0,0,10^0,2.0902,6.02447,,,[37682]
37682,1,4480,Aegilops tauschii,,eukaryota,FALSE,-0.044835145,-0.346951682,-0.379721773,0.305275117,1,,,98,100,10^-52.9535,4.8379,11.9367,,,-100,0,0,,,0,0,10^0,2.0902,6.02447,,,
34102,2,34102,Sphaerotilus,,bacteria,FALSE,-0.04875584,-0.595183175,-0.870629772,0.915825351,3,,,97.5,80,10^-40.7348,22.5037,24.7957,,,-0.595183175,0.915825351,3,,,90.6333,32.6667,10^5.16667e-06,3.14384,3.74341,,,"[744406, 34103]"
744406,1,34102,Sphaerotilus hippei,,bacteria,FALSE,-0.04875584,-0.268339492,,,,,,,,,,,,,-0.268339492,0.305275117,1,,,71.9,32,10^1.55e-05,0.584104,1.03909,,,
34103,1,34102,Sphaerotilus natans,,bacteria,FALSE,-0.92365066,-0.631440084,-0.870629772,0.915825351,3,,,97.5,80,10^-40.7348,22.5037,24.7957,,,-0.631440084,0.610550234,2,,,100,33,10^9.47e-13,2.55973,3.08688,,,
535,2,535,Chromobacterium,,bacteria,FALSE,-0.049591207,-0.000273336,-0.677560639,1.221100468,4,,,96.9772,91.5,10^-46.8229,5.9264,6.94447,,,-0.000273336,2.136925819,7,,,92.9286,32.4286,10^4.84286e-06,2.13806,4.14941,,,"[2605945, 1778675, 536]"
2605945,1,535,Chromobacterium paludis,,bacteria,FALSE,-0.049591207,-0.235703015,-0.23975358,0.305275117,1,,,100,100,10^-55.6982,0.44849,0.597342,,,-100,0,0,,,0,0,10^0,0.0140413,0.059572,,,
1778675,1,535,Chromobacterium rhizoryzae,,bacteria,FALSE,-0.063258556,-0.305829729,-0.305829729,0.305275117,1,,,90.909,66,10^-24.3141,0.875146,1.86336,,,,,,,,,,,,,,,
536,1,535,Chromobacterium violaceum,,bacteria,FALSE,-0.150430375,0.253040547,-0.363992521,0.610550234,2,,,98.5,100,10^-53.6396,1.22351,1.68399,,,0.253040547,2.136925819,7,,,92.9286,32.4286,10^4.84286e-06,1.30006,3.30724,,,
2603324,2,2603324,Acidibrevibacterium,,bacteria,FALSE,-0.050766123,-0.407794437,-0.407794437,0.305275117,1,,,97.647,85,10^-42.7313,1.29812,2.43467,,,-100,0,0,,,0,0,10^0,0.44704,0.582507,,,[1969806]
1969806,1,2603324,Acidibrevibacterium fodinaquatile,,bacteria,FALSE,-0.050766123,-0.407794437,-0.407794437,0.305275117,1,,,97.647,85,10^-42.7313,1.29812,2.43467,,,-100,0,0,,,0,0,10^0,0.44704,0.582507,,,
29404,2,29404,Microlunatus,,bacteria,FALSE,-0.056937276,-0.375833166,-0.492416838,0.305275117,1,,,92.754,69,10^-27.7257,1.02347,1.45851,,,-0.375833166,0.305275117,1,,,90.9,33,10^2.42e-09,3.38053,8.1825,,,"[1036181, 546874]"
